FID;FTYPE;DATE;TIMESTAMP;MACHINE;LANE;STAGE;OUTPUT;MJSID;LOTNAME;LOTNUMBER;SERIAL;PRODUCTID;PRODUCT;FID;BNDRcgStop;BNDStop;Board;BRcgStop;Bwait;CDErr;CMErr;CnvStop;CPErr;CRErr;CTErr;Cwait;FBStop;Fwait;JointPassWait;JudgeStop;LotBoard;LotModule;McFwait;McRwait;MHRcgStop;Module;OtherLStop;OthrStop;Pwait;Rwait;SCEStop;SCStop;Swait;TDispense;TDMiss;THMiss;TMMiss;TPickup;TPMiss;TPriming;Trbl;TRMiss;TRSErr;TRSMiss
539;u01;20130830063248678;1377862368;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525947;233;PTA635AA001_BA001_CA001_RSA635BA001_4;539;0;0;1039;0;0;0;0;0;0;0;0;0;0;58;0;0;1039;1039;11;967;0;1039;954;0;0;1279;1;5;0;0;0;0;0;156919;27;0;0;3;0;0
540;u01;20130830010118939;1377842478;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525695;232;PTA635AA001_BA001_CA001_RRA635BA001_3;540;0;0;781;0;0;0;0;0;0;0;0;0;0;12;0;0;781;781;11;591;0;781;347;0;0;929;0;0;0;0;0;3;0;147663;44;0;0;7;0;0
541;u01;20130830002933064;1377840573;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525661;232;PTA635AA001_BA001_CA001_RRA635BA001_3;541;0;0;747;0;0;0;0;0;0;0;0;0;0;12;0;0;747;747;11;551;0;747;332;0;0;885;0;0;0;0;0;3;0;141234;42;0;0;6;0;0
542;u01;20130830003945923;1377841185;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525672;232;PTA635AA001_BA001_CA001_RRA635BA001_3;542;0;0;758;0;0;0;0;0;0;0;0;0;0;12;0;0;758;758;11;567;0;758;334;0;0;901;0;0;0;0;0;3;0;143314;42;0;0;7;0;0
543;u01;20130830005523009;1377842123;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525691;232;PTA635AA001_BA001_CA001_RRA635BA001_3;543;0;0;777;0;0;0;0;0;0;0;0;0;0;12;0;0;777;777;11;586;0;777;345;0;0;923;0;0;0;0;0;3;0;146907;44;0;0;7;0;0
544;u01;20130830042826539;1377854906;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525810;233;PTA635AA001_BA001_CA001_RSA635BA001_4;544;0;0;902;0;0;0;0;0;0;0;0;0;0;44;0;0;902;902;11;853;0;902;838;0;0;1115;0;2;0;0;0;0;0;136227;23;0;0;2;0;0
545;u01;20130830002134837;1377840094;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525511;233;PTA635AA001_BA001_CA001_RSA635BA001_4;545;0;0;603;0;0;0;0;0;0;0;0;0;0;41;0;0;603;603;11;535;0;603;553;0;0;699;0;0;0;0;0;0;0;91064;10;0;0;1;0;0
546;u01;20130830070819119;1377864499;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525980;233;PTA635AA001_BA001_CA001_RSA635BA001_4;546;0;0;1072;0;0;0;0;0;0;0;0;0;0;73;0;0;1072;1072;11;967;0;1072;979;0;0;1279;1;5;0;0;0;0;0;161902;27;0;0;3;0;0
547;u01;20130830032104785;1377850864;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525727;233;PTA635AA001_BA001_CA001_RSA635BA001_4;547;0;0;819;0;0;0;0;0;0;0;0;0;0;44;0;0;819;819;11;779;0;819;759;0;0;990;0;2;0;0;0;0;0;123687;17;0;0;1;0;0
548;u01;20130830002503258;1377840303;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525655;232;PTA635AA001_BA001_CA001_RRA635BA001_3;548;0;0;741;0;0;0;0;0;0;0;0;0;0;12;0;0;741;741;11;544;0;741;329;0;0;878;0;0;0;0;0;3;0;140100;42;0;0;6;0;0
549;u01;20130830053606274;1377858966;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526019;232;PTA635AA001_BA001_CA001_RRA635BA001_3;549;0;0;1105;0;0;0;0;0;0;0;0;0;0;12;0;0;1105;1105;11;907;0;1105;505;1;1;1340;0;5;0;0;0;4;0;208913;55;0;0;9;0;0
550;u01;20130830041739775;1377854259;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525935;232;PTA635AA001_BA001_CA001_RRA635BA001_3;550;0;0;1021;0;0;0;0;0;0;0;0;0;0;12;0;0;1021;1021;11;834;0;1021;456;0;0;1244;0;2;0;0;0;4;0;193035;53;0;0;9;0;0
551;u01;20130830012114859;1377843674;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525582;233;PTA635AA001_BA001_CA001_RSA635BA001_4;551;0;0;674;0;0;0;0;0;0;0;0;0;0;41;0;0;674;674;11;615;0;674;624;0;0;804;0;2;0;0;0;0;0;101790;15;0;0;1;0;0
552;u01;20130830023457623;1377848097;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525666;233;PTA635AA001_BA001_CA001_RSA635BA001_4;552;0;0;758;0;0;0;0;0;0;0;0;0;0;42;0;0;758;758;11;709;0;758;701;0;0;918;0;2;0;0;0;0;0;114474;15;0;0;1;0;0
553;u01;20130830033117351;1377851477;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525740;233;PTA635AA001_BA001_CA001_RSA635BA001_4;553;0;0;832;0;0;0;0;0;0;0;0;0;0;44;0;0;832;832;11;787;0;832;771;0;0;1008;0;2;0;0;0;0;0;125652;19;0;0;1;0;0
554;u01;20130830014210047;1377844930;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525747;232;PTA635AA001_BA001_CA001_RRA635BA001_3;554;0;0;833;0;0;0;0;0;0;0;0;0;0;12;0;0;833;833;11;647;0;833;369;0;0;1002;0;2;0;0;0;4;0;157494;46;0;0;7;0;0
555;u01;20130830040111871;1377853271;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525774;233;PTA635AA001_BA001_CA001_RSA635BA001_4;555;0;0;866;0;0;0;0;0;0;0;0;0;0;44;0;0;866;866;11;807;0;866;803;0;0;1056;0;2;0;0;0;0;0;130788;21;0;0;1;0;0
556;u01;20130830045313104;1377856393;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525843;233;PTA635AA001_BA001_CA001_RSA635BA001_4;556;0;0;935;0;0;0;0;0;0;0;0;0;0;44;0;0;935;935;11;875;0;935;871;0;0;1155;1;3;0;0;0;0;0;141211;24;0;0;2;0;0
557;u01;20130830055246138;1377859966;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525901;233;PTA635AA001_BA001_CA001_RSA635BA001_4;557;0;0;993;0;0;0;0;0;0;0;0;0;0;44;0;0;993;993;11;933;0;993;925;0;0;1240;1;5;0;0;0;0;0;149971;26;0;0;2;0;0
558;u01;20130830062402947;1377861842;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526071;232;PTA635AA001_BA001_CA001_RRA635BA001_3;558;0;0;1157;0;0;0;0;0;0;0;0;0;0;12;0;0;1157;1157;11;967;0;1157;533;1;1;1406;0;5;0;0;0;4;0;218742;56;0;0;9;0;0
559;u01;20130830031845679;1377850725;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525724;233;PTA635AA001_BA001_CA001_RSA635BA001_4;559;0;0;816;0;0;0;0;0;0;0;0;0;0;44;0;0;816;816;11;775;0;816;756;0;0;987;0;2;0;0;0;0;0;123234;17;0;0;1;0;0
560;u01;20130830035549456;1377852949;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525766;233;PTA635AA001_BA001_CA001_RSA635BA001_4;560;0;0;858;0;0;0;0;0;0;0;0;0;0;44;0;0;858;858;11;807;0;858;795;0;0;1045;0;2;0;0;0;0;0;129578;19;0;0;1;0;0
561;u01;20130830024411757;1377848651;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525679;233;PTA635AA001_BA001_CA001_RSA635BA001_4;561;0;0;771;0;0;0;0;0;0;0;0;0;0;44;0;0;771;771;11;715;0;771;712;0;0;923;0;2;0;0;0;0;0;116437;15;0;0;1;0;0
562;u01;20130830014106359;1377844866;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525606;233;PTA635AA001_BA001_CA001_RSA635BA001_4;562;0;0;698;0;0;0;0;0;0;0;0;0;0;41;0;0;698;698;11;646;0;698;648;0;0;840;0;2;0;0;0;0;0;105414;15;0;0;1;0;0
563;u01;20130830065937561;1377863977;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526118;232;PTA635AA001_BA001_CA001_RRA635BA001_3;563;0;0;1204;0;0;0;0;0;0;0;0;0;0;12;0;0;1204;1204;11;967;0;1204;561;1;1;1451;0;5;0;0;0;5;0;227631;59;0;0;11;0;0
564;u01;20130830000702560;1377839222;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525496;233;PTA635AA001_BA001_CA001_RSA635BA001_4;564;0;0;588;0;0;0;0;0;0;0;0;0;0;41;0;0;588;588;11;514;0;588;540;0;0;673;0;0;0;0;0;0;0;88798;10;0;0;0;0;0
565;u01;20130830055013664;1377859813;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526037;232;PTA635AA001_BA001_CA001_RRA635BA001_3;565;0;0;1123;0;0;0;0;0;0;0;0;0;0;12;0;0;1123;1123;11;929;0;1123;516;1;1;1364;0;5;0;0;0;4;0;212315;55;0;0;9;0;0
566;u01;20130830012543259;1377843943;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525588;233;PTA635AA001_BA001_CA001_RSA635BA001_4;566;0;0;680;0;0;0;0;0;0;0;0;0;0;41;0;0;680;680;11;624;0;680;630;0;0;815;0;2;0;0;0;0;0;102696;15;0;0;1;0;0
567;u01;20130830014557728;1377845157;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525752;232;PTA635AA001_BA001_CA001_RRA635BA001_3;567;0;0;838;0;0;0;0;0;0;0;0;0;0;12;0;0;838;838;11;652;0;838;370;0;0;1007;0;2;0;0;0;4;0;158439;46;0;0;7;0;0
568;u01;20130830043511604;1377855311;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525819;233;PTA635AA001_BA001_CA001_RSA635BA001_4;568;0;0;911;0;0;0;0;0;0;0;0;0;0;44;0;0;911;911;11;862;0;911;847;0;0;1126;0;2;0;0;0;0;0;137586;23;0;0;2;0;0
569;u01;20130830055314297;1377859994;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526041;232;PTA635AA001_BA001_CA001_RRA635BA001_3;569;0;0;1127;0;0;0;0;0;0;0;0;0;0;12;0;0;1127;1127;11;934;0;1127;517;1;1;1369;0;5;0;0;0;4;0;213071;55;0;0;9;0;0
570;u01;20130830023813977;1377848293;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525672;233;PTA635AA001_BA001_CA001_RSA635BA001_4;570;0;0;764;0;0;0;0;0;0;0;0;0;0;42;0;0;764;764;11;709;0;764;706;0;0;918;0;2;0;0;0;0;0;115380;15;0;0;1;0;0
571;u01;20130830065031774;1377863431;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526110;232;PTA635AA001_BA001_CA001_RRA635BA001_3;571;0;0;1196;0;0;0;0;0;0;0;0;0;0;12;0;0;1196;1196;11;967;0;1196;556;1;1;1441;0;5;0;0;0;5;0;226119;59;0;0;11;0;0
572;u01;20130830012941536;1377844181;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525593;233;PTA635AA001_BA001_CA001_RSA635BA001_4;572;0;0;685;0;0;0;0;0;0;0;0;0;0;41;0;0;685;685;11;634;0;685;635;0;0;822;0;2;0;0;0;0;0;103451;15;0;0;1;0;0
573;u01;20130830000040134;1377838840;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525627;232;PTA635AA001_BA001_CA001_RRA635BA001_3;573;0;0;713;0;0;0;0;0;0;0;0;0;0;12;0;0;713;713;11;504;0;713;323;0;0;838;0;0;0;0;0;3;0;134807;41;0;0;6;0;0
574;u01;20130830005501291;1377842101;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525551;233;PTA635AA001_BA001_CA001_RSA635BA001_4;574;0;0;643;0;0;0;0;0;0;0;0;0;0;41;0;0;643;643;11;586;0;643;593;0;0;759;0;0;0;0;0;0;0;97105;11;0;0;1;0;0
575;u01;20130830032726234;1377851246;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525874;232;PTA635AA001_BA001_CA001_RRA635BA001_3;575;0;0;960;0;0;0;0;0;0;0;0;0;0;12;0;0;960;960;11;785;0;960;421;0;0;1165;0;2;0;0;0;4;0;181503;50;0;0;9;0;0
576;u01;20130830022251736;1377847371;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525795;232;PTA635AA001_BA001_CA001_RRA635BA001_3;576;0;0;881;0;0;0;0;0;0;0;0;0;0;12;0;0;881;881;11;709;0;881;389;0;0;1062;0;2;0;0;0;4;0;166570;48;0;0;9;0;0
577;u01;20130830031114872;1377850274;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525714;233;PTA635AA001_BA001_CA001_RSA635BA001_4;577;0;0;806;0;0;0;0;0;0;0;0;0;0;44;0;0;806;806;11;761;0;806;746;0;0;973;0;2;0;0;0;0;0;121724;17;0;0;1;0;0
578;u01;20130830001011341;1377839411;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525500;233;PTA635AA001_BA001_CA001_RSA635BA001_4;578;0;0;592;0;0;0;0;0;0;0;0;0;0;41;0;0;592;592;11;517;0;592;544;0;0;679;0;0;0;0;0;0;0;89402;10;0;0;0;0;0
579;u01;20130830041353330;1377854033;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525930;232;PTA635AA001_BA001_CA001_RRA635BA001_3;579;0;0;1016;0;0;0;0;0;0;0;0;0;0;12;0;0;1016;1016;11;827;0;1016;455;0;0;1237;0;2;0;0;0;4;0;192090;53;0;0;9;0;0
580;u01;20130830023418687;1377848058;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525665;233;PTA635AA001_BA001_CA001_RSA635BA001_4;580;0;0;757;0;0;0;0;0;0;0;0;0;0;42;0;0;757;757;11;709;0;757;700;0;0;918;0;2;0;0;0;0;0;114323;15;0;0;1;0;0
581;u01;20130830002951671;1377840591;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525522;233;PTA635AA001_BA001_CA001_RSA635BA001_4;581;0;0;614;0;0;0;0;0;0;0;0;0;0;41;0;0;614;614;11;551;0;614;564;0;0;717;0;0;0;0;0;0;0;92726;11;0;0;1;0;0
582;u01;20130830044109095;1377855669;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525826;233;PTA635AA001_BA001_CA001_RSA635BA001_4;582;0;0;918;0;0;0;0;0;0;0;0;0;0;44;0;0;918;918;11;866;0;918;854;0;0;1132;1;3;0;0;0;0;0;138643;23;0;0;2;0;0
583;u01;20130830055958680;1377860398;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526050;232;PTA635AA001_BA001_CA001_RRA635BA001_3;583;0;0;1136;0;0;0;0;0;0;0;0;0;0;12;0;0;1136;1136;11;939;0;1136;520;1;1;1382;0;5;0;0;0;4;0;214773;56;0;0;9;0;0
584;u01;20130830055228826;1377859948;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526040;232;PTA635AA001_BA001_CA001_RRA635BA001_3;584;0;0;1126;0;0;0;0;0;0;0;0;0;0;12;0;0;1126;1126;11;933;0;1126;516;1;1;1368;0;5;0;0;0;4;0;212882;55;0;0;9;0;0
585;u01;20130830060559162;1377860759;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526057;232;PTA635AA001_BA001_CA001_RRA635BA001_3;585;0;0;1143;0;0;0;0;0;0;0;0;0;0;12;0;0;1143;1143;11;939;0;1143;527;1;1;1391;0;5;0;0;0;4;0;216096;56;0;0;9;0;0
586;u01;20130830044405839;1377855845;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525970;232;PTA635AA001_BA001_CA001_RRA635BA001_3;586;0;0;1056;0;0;0;0;0;0;0;0;0;0;12;0;0;1056;1056;11;866;0;1056;475;1;0;1278;0;3;0;0;0;4;0;199650;53;0;0;9;0;0
587;u01;20130830065916036;1377863956;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525966;233;PTA635AA001_BA001_CA001_RSA635BA001_4;587;0;0;1058;0;0;0;0;0;0;0;0;0;0;68;0;0;1058;1058;11;967;0;1058;971;0;0;1279;1;5;0;0;0;0;0;159788;27;0;0;3;0;0
588;u01;20130830031800647;1377850680;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525723;233;PTA635AA001_BA001_CA001_RSA635BA001_4;588;0;0;815;0;0;0;0;0;0;0;0;0;0;44;0;0;815;815;11;773;0;815;755;0;0;986;0;2;0;0;0;0;0;123083;17;0;0;1;0;0
589;u01;20130830055907795;1377860347;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525907;233;PTA635AA001_BA001_CA001_RSA635BA001_4;589;0;0;999;0;0;0;0;0;0;0;0;0;0;46;0;0;999;999;11;939;0;999;929;0;0;1248;1;5;0;0;0;0;0;150877;26;0;0;2;0;0
590;u01;20130830010627694;1377842787;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525702;232;PTA635AA001_BA001_CA001_RRA635BA001_3;590;0;0;788;0;0;0;0;0;0;0;0;0;0;12;0;0;788;788;11;594;0;788;352;0;0;939;0;0;0;0;0;4;0;148987;44;0;0;7;0;0
591;u01;20130830024155751;1377848515;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525676;233;PTA635AA001_BA001_CA001_RSA635BA001_4;591;0;0;768;0;0;0;0;0;0;0;0;0;0;44;0;0;768;768;11;710;0;768;709;0;0;920;0;2;0;0;0;0;0;115984;15;0;0;1;0;0
592;u01;20130830011949392;1377843589;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525580;233;PTA635AA001_BA001_CA001_RSA635BA001_4;592;0;0;672;0;0;0;0;0;0;0;0;0;0;41;0;0;672;672;11;614;0;672;622;0;0;800;0;2;0;0;0;0;0;101488;15;0;0;1;0;0
593;u01;20130830042554395;1377854754;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525946;232;PTA635AA001_BA001_CA001_RRA635BA001_3;593;0;0;1032;0;0;0;0;0;0;0;0;0;0;12;0;0;1032;1032;11;849;0;1032;461;0;0;1259;0;2;0;0;0;4;0;195114;53;0;0;9;0;0
594;u01;20130830024138541;1377848498;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525815;232;PTA635AA001_BA001_CA001_RRA635BA001_3;594;0;0;901;0;0;0;0;0;0;0;0;0;0;12;0;0;901;901;11;710;0;901;403;0;0;1086;0;2;0;0;0;4;0;170350;48;0;0;9;0;0
595;u01;20130830033549146;1377851749;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525746;233;PTA635AA001_BA001_CA001_RSA635BA001_4;595;0;0;838;0;0;0;0;0;0;0;0;0;0;44;0;0;838;838;11;795;0;838;777;0;0;1016;0;2;0;0;0;0;0;126558;19;0;0;1;0;0
596;u01;20130830030344894;1377849824;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525704;233;PTA635AA001_BA001_CA001_RSA635BA001_4;596;0;0;796;0;0;0;0;0;0;0;0;0;0;44;0;0;796;796;11;747;0;796;736;0;0;960;0;2;0;0;0;0;0;120214;17;0;0;1;0;0
597;u01;20130830015129514;1377845489;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525620;233;PTA635AA001_BA001_CA001_RSA635BA001_4;597;0;0;712;0;0;0;0;0;0;0;0;0;0;41;0;0;712;712;11;661;0;712;662;0;0;866;0;2;0;0;0;0;0;107528;15;0;0;1;0;0
598;u01;20130830003345698;1377840825;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525664;232;PTA635AA001_BA001_CA001_RRA635BA001_3;598;0;0;750;0;0;0;0;0;0;0;0;0;0;12;0;0;750;750;11;556;0;750;332;0;0;890;0;0;0;0;0;3;0;141801;42;0;0;6;0;0
599;u01;20130830033231411;1377851551;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525881;232;PTA635AA001_BA001_CA001_RRA635BA001_3;599;0;0;967;0;0;0;0;0;0;0;0;0;0;12;0;0;967;967;11;789;0;967;425;0;0;1172;0;2;0;0;0;4;0;182826;50;0;0;9;0;0
600;u01;20130830034953281;1377852593;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525897;232;PTA635AA001_BA001_CA001_RRA635BA001_3;600;0;0;983;0;0;0;0;0;0;0;0;0;0;12;0;0;983;983;11;805;0;983;433;0;0;1190;0;2;0;0;0;4;0;185850;50;0;0;9;0;0
601;u01;20130830053342190;1377858822;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525876;233;PTA635AA001_BA001_CA001_RSA635BA001_4;601;0;0;968;0;0;0;0;0;0;0;0;0;0;44;0;0;968;968;11;907;0;968;900;0;0;1202;1;5;0;0;0;0;0;146195;25;0;0;2;0;0
602;u01;20130830014426215;1377845066;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525750;232;PTA635AA001_BA001_CA001_RRA635BA001_3;602;0;0;836;0;0;0;0;0;0;0;0;0;0;12;0;0;836;836;11;650;0;836;370;0;0;1005;0;2;0;0;0;4;0;158061;46;0;0;7;0;0
603;u01;20130830044927754;1377856167;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525838;233;PTA635AA001_BA001_CA001_RSA635BA001_4;603;0;0;930;0;0;0;0;0;0;0;0;0;0;44;0;0;930;930;11;870;0;930;866;0;0;1146;1;3;0;0;0;0;0;140455;23;0;0;2;0;0
604;u01;20130830003534436;1377840934;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525527;233;PTA635AA001_BA001_CA001_RSA635BA001_4;604;0;0;619;0;0;0;0;0;0;0;0;0;0;41;0;0;619;619;11;559;0;619;569;0;0;723;0;0;0;0;0;0;0;93481;11;0;0;1;0;0
605;u01;20130830035128376;1377852688;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525760;233;PTA635AA001_BA001_CA001_RSA635BA001_4;605;0;0;852;0;0;0;0;0;0;0;0;0;0;44;0;0;852;852;11;805;0;852;790;0;0;1036;0;2;0;0;0;0;0;128672;19;0;0;1;0;0
606;u01;20130830055444662;1377860084;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526043;232;PTA635AA001_BA001_CA001_RRA635BA001_3;606;0;0;1129;0;0;0;0;0;0;0;0;0;0;12;0;0;1129;1129;11;936;0;1129;517;1;1;1371;0;5;0;0;0;4;0;213449;55;0;0;9;0;0
607;u01;20130830004657400;1377841617;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525680;232;PTA635AA001_BA001_CA001_RRA635BA001_3;607;0;0;766;0;0;0;0;0;0;0;0;0;0;12;0;0;766;766;11;575;0;766;340;0;0;910;0;0;0;0;0;3;0;144826;42;0;0;7;0;0
608;u01;20130830043933202;1377855573;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525963;232;PTA635AA001_BA001_CA001_RRA635BA001_3;608;0;0;1049;0;0;0;0;0;0;0;0;0;0;12;0;0;1049;1049;11;866;0;1049;468;1;0;1277;0;3;0;0;0;4;0;198327;53;0;0;9;0;0
609;u01;20130830032440192;1377851080;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525871;232;PTA635AA001_BA001_CA001_RRA635BA001_3;609;0;0;957;0;0;0;0;0;0;0;0;0;0;12;0;0;957;957;11;782;0;957;420;0;0;1161;0;2;0;0;0;4;0;180936;50;0;0;9;0;0
610;u01;20130830022335061;1377847415;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525796;232;PTA635AA001_BA001_CA001_RRA635BA001_3;610;0;0;882;0;0;0;0;0;0;0;0;0;0;12;0;0;882;882;11;709;0;882;389;0;0;1063;0;2;0;0;0;4;0;166759;48;0;0;9;0;0
611;u01;20130830045641148;1377856601;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525987;232;PTA635AA001_BA001_CA001_RRA635BA001_3;611;0;0;1073;0;0;0;0;0;0;0;0;0;0;12;0;0;1073;1073;11;881;0;1073;486;1;0;1303;0;3;0;0;0;4;0;202863;53;0;0;9;0;0
612;u01;20130830014256539;1377844976;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525748;232;PTA635AA001_BA001_CA001_RRA635BA001_3;612;0;0;834;0;0;0;0;0;0;0;0;0;0;12;0;0;834;834;11;648;0;834;369;0;0;1003;0;2;0;0;0;4;0;157683;46;0;0;7;0;0
613;u01;20130830023243805;1377847963;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525805;232;PTA635AA001_BA001_CA001_RRA635BA001_3;613;0;0;891;0;0;0;0;0;0;0;0;0;0;12;0;0;891;891;11;709;0;891;394;0;0;1076;0;2;0;0;0;4;0;168460;48;0;0;9;0;0
614;u01;20130830041926998;1377854366;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525798;233;PTA635AA001_BA001_CA001_RSA635BA001_4;614;0;0;890;0;0;0;0;0;0;0;0;0;0;44;0;0;890;890;11;836;0;890;826;0;0;1095;0;2;0;0;0;0;0;134415;23;0;0;2;0;0
615;u01;20130830050209001;1377856929;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525993;232;PTA635AA001_BA001_CA001_RRA635BA001_3;615;0;0;1079;0;0;0;0;0;0;0;0;0;0;12;0;0;1079;1079;11;888;0;1079;487;1;0;1310;0;3;0;0;0;4;0;203997;53;0;0;9;0;0
616;u01;20130830070928334;1377864568;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526126;232;PTA635AA001_BA001_CA001_RRA635BA001_3;616;0;0;1212;0;0;0;0;0;0;0;0;0;0;12;0;0;1212;1212;11;967;0;1212;568;1;1;1463;0;5;0;0;0;5;0;229143;59;0;0;11;0;0
617;u01;20130830055658950;1377860218;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526046;232;PTA635AA001_BA001_CA001_RRA635BA001_3;617;0;0;1132;0;0;0;0;0;0;0;0;0;0;12;0;0;1132;1132;11;939;0;1132;518;1;1;1376;0;5;0;0;0;4;0;214016;55;0;0;9;0;0
618;u01;20130830044344463;1377855824;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525830;233;PTA635AA001_BA001_CA001_RSA635BA001_4;618;0;0;922;0;0;0;0;0;0;0;0;0;0;44;0;0;922;922;11;866;0;922;858;0;0;1132;1;3;0;0;0;0;0;139247;23;0;0;2;0;0
619;u01;20130830041026608;1377853826;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525786;233;PTA635AA001_BA001_CA001_RSA635BA001_4;619;0;0;878;0;0;0;0;0;0;0;0;0;0;44;0;0;878;878;11;821;0;878;814;0;0;1077;0;2;0;0;0;0;0;132602;22;0;0;2;0;0
620;u01;20130830031658156;1377850618;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525861;232;PTA635AA001_BA001_CA001_RRA635BA001_3;620;0;0;947;0;0;0;0;0;0;0;0;0;0;12;0;0;947;947;11;772;0;947;415;0;0;1147;0;2;0;0;0;4;0;179044;48;0;0;9;0;0
