START TABLE: tracking_data
START METADATA:
table_name	field_name	is_identity	user_type_id	type_name	precision
TRACKING_DATA	SERIAL_NO	0	231	nvarchar	0
TRACKING_DATA	PROD_MODEL_NO	0	231	nvarchar	0
TRACKING_DATA	PANEL_ID	0	108	numeric	38
TRACKING_DATA	PATTERN_ID	0	108	numeric	38
TRACKING_DATA	BARCODE	0	231	nvarchar	0
TRACKING_DATA	SETUP_ID	0	108	numeric	38
TRACKING_DATA	TOP_BOTTOM	0	231	nvarchar	0
TRACKING_DATA	TIMESTAMP	0	56	int	10
TRACKING_DATA	IMPORT_FLAG	0	56	int	10
END METADATA:
START DATA:
SERIAL_NO	PROD_MODEL_NO	PANEL_ID	PATTERN_ID	BARCODE	SETUP_ID	TOP_BOTTOM	TIMESTAMP	IMPORT_FLAG
062620FZ38	A635BA	1191687	1191683	A635BA      062620FZ38	17256	T	1452273871	0
525967	 	1191688	1191684	 	17254	T	1452273871	0
062630FZ38	A635BA	1191689	1191685	A635BA      062630FZ38	17256	T	1452273871	0
525968	 	1191690	1191686	 	17254	T	1452273872	0
062640FZ38	A635BA	1191691	1191687	A635BA      062640FZ38	17256	T	1452273872	0
525969	 	1191692	1191688	 	17254	T	1452273872	0
062660FZ38	A635BA	1191693	1191689	A635BA      062660FZ38	17256	T	1452273872	0
525970	 	1191694	1191690	 	17254	T	1452273873	0
062680FZ38	A635BA	1191695	1191691	A635BA      062680FZ38	17256	T	1452273873	0
525971	 	1191696	1191692	 	17254	T	1452273873	0
062490FZ38	A635BA	1191697	1191693	A635BA      062490FZ38	17256	T	1452273873	0
525972	 	1191698	1191694	 	17254	T	1452273874	0
062500FZ38	A635BA	1191699	1191695	A635BA      062500FZ38	17256	T	1452273874	0
525973	 	1191700	1191696	 	17254	T	1452273874	0
062510FZ38	A635BA	1191701	1191697	A635BA      062510FZ38	17256	T	1452273874	0
525974	 	1191702	1191698	 	17254	T	1452273875	0
062520FZ38	A635BA	1191703	1191699	A635BA      062520FZ38	17256	T	1452273875	0
525975	 	1191704	1191700	 	17254	T	1452273875	0
062540FZ38	A635BA	1191705	1191701	A635BA      062540FZ38	17256	T	1452273875	0
525976	 	1191706	1191702	 	17254	T	1452273876	0
062550FZ38	A635BA	1191707	1191703	A635BA      062550FZ38	17256	T	1452273876	0
525977	 	1191708	1191704	 	17254	T	1452273876	0
062570FZ38	A635BA	1191709	1191705	A635BA      062570FZ38	17256	T	1452273876	0
525978	 	1191710	1191706	 	17254	T	1452273877	0
062580FZ38	A635BA	1191711	1191707	A635BA      062580FZ38	17256	T	1452273921	0
525979	 	1191712	1191708	 	17254	T	1452273921	0
062390FZ38	A635BA	1191713	1191709	A635BA      062390FZ38	17256	T	1452273922	0
525980	 	1191714	1191710	 	17254	T	1452273922	0
062400FZ38	A635BA	1191715	1191711	A635BA      062400FZ38	17256	T	1452273922	0
525981	 	1191716	1191712	 	17254	T	1452273922	0
062420FZ38	A635BA	1191717	1191713	A635BA      062420FZ38	17256	T	1452273923	0
525982	 	1191718	1191714	 	17254	T	1452273923	0
062430FZ38	A635BA	1191719	1191715	A635BA      062430FZ38	17256	T	1452273923	0
525983	 	1191720	1191716	 	17254	T	1452273923	0
062440FZ38	A635BA	1191721	1191717	A635BA      062440FZ38	17256	T	1452273924	0
525984	 	1191722	1191718	 	17254	T	1452273924	0
062460FZ38	A635BA	1191723	1191719	A635BA      062460FZ38	17256	T	1452273924	0
525985	 	1191724	1191720	 	17254	T	1452273924	0
062470FZ38	A635BA	1191725	1191721	A635BA      062470FZ38	17256	T	1452273925	0
525986	 	1191726	1191722	 	17254	T	1452273925	0
062480FZ38	A635BA	1191727	1191723	A635BA      062480FZ38	17256	T	1452273925	0
525987	 	1191728	1191724	 	17254	T	1452273925	0
062290FZ38	A635BA	1191729	1191725	A635BA      062290FZ38	17256	T	1452273926	0
525988	 	1191730	1191726	 	17254	T	1452273926	0
062300FZ38	A635BA	1191731	1191727	A635BA      062300FZ38	17256	T	1452273926	0
525989	 	1191732	1191728	 	17254	T	1452273926	0
062310FZ38	A635BA	1191733	1191729	A635BA      062310FZ38	17256	T	1452273926	0
525990	 	1191734	1191730	 	17254	T	1452273927	0
062320FZ38	A635BA	1191735	1191731	A635BA      062320FZ38	17256	T	1452273927	0
525991	 	1191736	1191732	 	17254	T	1452273927	0
062330FZ38	A635BA	1191737	1191733	A635BA      062330FZ38	17256	T	1452273927	0
525992	 	1191738	1191734	 	17254	T	1452273928	0
062340FZ38	A635BA	1191739	1191735	A635BA      062340FZ38	17256	T	1452273928	0
525993	 	1191740	1191736	 	17254	T	1452273928	0
062350FZ38	A635BA	1191741	1191737	A635BA      062350FZ38	17256	T	1452273982	0
525994	 	1191742	1191738	 	17254	T	1452273983	0
062360FZ38	A635BA	1191743	1191739	A635BA      062360FZ38	17256	T	1452273983	0
525995	 	1191744	1191740	 	17254	T	1452273983	0
062370FZ38	A635BA	1191745	1191741	A635BA      062370FZ38	17256	T	1452273983	0
525996	 	1191746	1191742	 	17254	T	1452273984	0
062380FZ38	A635BA	1191747	1191743	A635BA      062380FZ38	17256	T	1452273984	0
525997	 	1191748	1191744	 	17254	T	1452273984	0
062670FZ38	A635BA	1191749	1191745	A635BA      062670FZ38	17256	T	1452273984	0
525998	 	1191750	1191746	 	17254	T	1452273985	0
062650FZ38	A635BA	1191751	1191747	A635BA      062650FZ38	17256	T	1452273985	0
525999	 	1191752	1191748	 	17254	T	1452273985	0
062690FZ38	A635BA	1191753	1191749	A635BA      062690FZ38	17256	T	1452273985	0
526000	 	1191754	1191750	 	17254	T	1452273985	0
062820FZ38	A635BA	1191755	1191751	A635BA      062820FZ38	17256	T	1452273986	0
526001	 	1191756	1191752	 	17254	T	1452273986	0
063060FZ38	A635BA	1191757	1191753	A635BA      063060FZ38	17256	T	1452273986	0
526002	 	1191758	1191754	 	17254	T	1452273986	0
061440FZ38	A635BA	1191759	1191755	A635BA      061440FZ38	17256	T	1452273987	0
526003	 	1191760	1191756	 	17254	T	1452273987	0
061690FZ38	A635BA	1191761	1191757	A635BA      061690FZ38	17256	T	1452273987	0
526004	 	1191762	1191758	 	17254	T	1452273987	0
061860FZ38	A635BA	1191763	1191759	A635BA      061860FZ38	17256	T	1452273988	0
526005	 	1191764	1191760	 	17254	T	1452273988	0
061850FZ38	A635BA	1191765	1191761	A635BA      061850FZ38	17256	T	1452273988	0
526006	 	1191766	1191762	 	17254	T	1452273988	0
061800FZ38	A635BA	1191767	1191763	A635BA      061800FZ38	17256	T	1452273989	0
526007	 	1191768	1191764	 	17254	T	1452273989	0
061910FZ38	A635BA	1191769	1191765	A635BA      061910FZ38	17256	T	1452273989	0
526008	 	1191770	1191766	 	17254	T	1452273989	0
061890FZ38	A635BA	1191771	1191767	A635BA      061890FZ38	17256	T	1452274035	0
526009	 	1191772	1191768	 	17254	T	1452274035	0
062000FZ38	A635BA	1191773	1191769	A635BA      062000FZ38	17256	T	1452274036	0
526010	 	1191774	1191770	 	17254	T	1452274036	0
062120FZ38	A635BA	1191775	1191771	A635BA      062120FZ38	17256	T	1452274036	0
526011	 	1191776	1191772	 	17254	T	1452274036	0
062110FZ38	A635BA	1191777	1191773	A635BA      062110FZ38	17256	T	1452274037	0
526012	 	1191778	1191774	 	17254	T	1452274037	0
060660FZ38	A635BA	1191779	1191775	A635BA      060660FZ38	17256	T	1452274037	0
526013	 	1191780	1191776	 	17254	T	1452274037	0
060630FZ38	A635BA	1191781	1191777	A635BA      060630FZ38	17256	T	1452274038	0
526014	 	1191782	1191778	 	17254	T	1452274038	0
060610FZ38	A635BA	1191783	1191779	A635BA      060610FZ38	17256	T	1452274038	0
526015	 	1191784	1191780	 	17254	T	1452274038	0
060600FZ38	A635BA	1191785	1191781	A635BA      060600FZ38	17256	T	1452274039	0
526016	 	1191786	1191782	 	17254	T	1452274039	0
060720FZ38	A635BA	1191787	1191783	A635BA      060720FZ38	17256	T	1452274039	0
526017	 	1191788	1191784	 	17254	T	1452274039	0
060810FZ38	A635BA	1191789	1191785	A635BA      060810FZ38	17256	T	1452274039	0
526018	 	1191790	1191786	 	17254	T	1452274040	0
061160FZ38	A635BA	1191791	1191787	A635BA      061160FZ38	17256	T	1452274040	0
526019	 	1191792	1191788	 	17254	T	1452274040	0
061380FZ38	A635BA	1191793	1191789	A635BA      061380FZ38	17256	T	1452274040	0
526020	 	1191794	1191790	 	17254	T	1452274041	0
061480FZ38	A635BA	1191795	1191791	A635BA      061480FZ38	17256	T	1452274041	0
526021	 	1191796	1191792	 	17254	T	1452274041	0
061470FZ38	A635BA	1191797	1191793	A635BA      061470FZ38	17256	T	1452274041	0
526022	 	1191798	1191794	 	17254	T	1452274042	0
063140FZ38	A635BA	1191799	1191795	A635BA      063140FZ38	17256	T	1452274042	0
526023	 	1191800	1191796	 	17254	T	1452274042	0
063150FZ38	A635BA	1191801	1191797	A635BA      063150FZ38	17256	T	1452274088	0
526024	 	1191802	1191798	 	17254	T	1452274088	0
063160FZ38	A635BA	1191803	1191799	A635BA      063160FZ38	17256	T	1452274088	0
526025	 	1191804	1191800	 	17254	T	1452274089	0
063170FZ38	A635BA	1191805	1191801	A635BA      063170FZ38	17256	T	1452274089	0
526026	 	1191806	1191802	 	17254	T	1452274089	0
063180FZ38	A635BA	1191807	1191803	A635BA      063180FZ38	17256	T	1452274089	0
526027	 	1191808	1191804	 	17254	T	1452274090	0
062990FZ38	A635BA	1191809	1191805	A635BA      062990FZ38	17256	T	1452274090	0
526028	 	1191810	1191806	 	17254	T	1452274090	0
063000FZ38	A635BA	1191811	1191807	A635BA      063000FZ38	17256	T	1452274090	0
526029	 	1191812	1191808	 	17254	T	1452274091	0
063010FZ38	A635BA	1191813	1191809	A635BA      063010FZ38	17256	T	1452274091	0
526030	 	1191814	1191810	 	17254	T	1452274091	0
063020FZ38	A635BA	1191815	1191811	A635BA      063020FZ38	17256	T	1452274091	0
526031	 	1191816	1191812	 	17254	T	1452274091	0
063030FZ38	A635BA	1191817	1191813	A635BA      063030FZ38	17256	T	1452274092	0
526032	 	1191818	1191814	 	17254	T	1452274092	0
063040FZ38	A635BA	1191819	1191815	A635BA      063040FZ38	17256	T	1452274092	0
526033	 	1191820	1191816	 	17254	T	1452274092	0
063050FZ38	A635BA	1191821	1191817	A635BA      063050FZ38	17256	T	1452274093	0
526034	 	1191822	1191818	 	17254	T	1452274093	0
063080FZ38	A635BA	1191823	1191819	A635BA      063080FZ38	17256	T	1452274093	0
526035	 	1191824	1191820	 	17254	T	1452274093	0
062890FZ38	A635BA	1191825	1191821	A635BA      062890FZ38	17256	T	1452274094	0
526036	 	1191826	1191822	 	17254	T	1452274094	0
062900FZ38	A635BA	1191827	1191823	A635BA      062900FZ38	17256	T	1452274094	0
526037	 	1191828	1191824	 	17254	T	1452274094	0
062910FZ38	A635BA	1191829	1191825	A635BA      062910FZ38	17256	T	1452274095	0
526038	 	1191830	1191826	 	17254	T	1452274095	0
062920FZ38	A635BA	1191831	1191827	A635BA      062920FZ38	17256	T	1452274140	0
526039	 	1191832	1191828	 	17254	T	1452274140	0
062930FZ38	A635BA	1191833	1191829	A635BA      062930FZ38	17256	T	1452274140	0
526040	 	1191834	1191830	 	17254	T	1452274141	0
062940FZ38	A635BA	1191835	1191831	A635BA      062940FZ38	17256	T	1452274141	0
526041	 	1191836	1191832	 	17254	T	1452274141	0
062950FZ38	A635BA	1191837	1191833	A635BA      062950FZ38	17256	T	1452274141	0
526042	 	1191838	1191834	 	17254	T	1452274141	0
062960FZ38	A635BA	1191839	1191835	A635BA      062960FZ38	17256	T	1452274142	0
526043	 	1191840	1191836	 	17254	T	1452274142	0
062970FZ38	A635BA	1191841	1191837	A635BA      062970FZ38	17256	T	1452274142	0
526044	 	1191842	1191838	 	17254	T	1452274143	0
062980FZ38	A635BA	1191843	1191839	A635BA      062980FZ38	17256	T	1452274143	0
526045	 	1191844	1191840	 	17254	T	1452274143	0
526046	 	1191845	1191841	 	17254	T	1452274143	0
526047	 	1191846	1191842	 	17254	T	1452274143	0
062790FZ38	A635BA	1191847	1191843	A635BA      062790FZ38	17256	T	1452274144	0
526048	 	1191848	1191844	 	17254	T	1452274144	0
062800FZ38	A635BA	1191849	1191845	A635BA      062800FZ38	17256	T	1452274144	0
526049	 	1191850	1191846	 	17254	T	1452274144	0
526050	 	1191851	1191847	 	17254	T	1452274145	0
063830FZ38	A635BA	1191852	1191848	A635BA      063830FZ38	17256	T	1452274145	0
526051	 	1191853	1191849	 	17254	T	1452274145	0
063840FZ38	A635BA	1191854	1191850	A635BA      063840FZ38	17256	T	1452274145	0
063850FZ38	A635BA	1191855	1191851	A635BA      063850FZ38	17256	T	1452274146	0
526052	 	1191856	1191852	 	17254	T	1452274146	0
063860FZ38	A635BA	1191857	1191853	A635BA      063860FZ38	17256	T	1452274146	0
526053	 	1191858	1191854	 	17254	T	1452274146	0
063870FZ38	A635BA	1191859	1191855	A635BA      063870FZ38	17256	T	1452274147	0
526054	 	1191860	1191856	 	17254	T	1452274147	0
063880FZ38	A635BA	1191861	1191857	A635BA      063880FZ38	17256	T	1452274192	0
063690FZ38	A635BA	1191862	1191858	A635BA      063690FZ38	17256	T	1452274193	0
063700FZ38	A635BA	1191863	1191859	A635BA      063700FZ38	17256	T	1452274193	0
526055	 	1191864	1191860	 	17254	T	1452274193	0
063710FZ38	A635BA	1191865	1191861	A635BA      063710FZ38	17256	T	1452274194	0
526056	 	1191866	1191862	 	17254	T	1452274194	0
063720FZ38	A635BA	1191867	1191863	A635BA      063720FZ38	17256	T	1452274194	0
526057	 	1191868	1191864	 	17254	T	1452274195	0
063730FZ38	A635BA	1191869	1191865	A635BA      063730FZ38	17256	T	1452274195	0
526058	 	1191870	1191866	 	17254	T	1452274195	0
063740FZ38	A635BA	1191871	1191867	A635BA      063740FZ38	17256	T	1452274195	0
526059	 	1191872	1191868	 	17254	T	1452274196	0
063750FZ38	A635BA	1191873	1191869	A635BA      063750FZ38	17256	T	1452274196	0
526060	 	1191874	1191870	 	17254	T	1452274196	0
063760FZ38	A635BA	1191875	1191871	A635BA      063760FZ38	17256	T	1452274196	0
526061	 	1191876	1191872	 	17254	T	1452274196	0
063780FZ38	A635BA	1191877	1191873	A635BA      063780FZ38	17256	T	1452274197	0
526062	 	1191878	1191874	 	17254	T	1452274197	0
063600FZ38	A635BA	1191879	1191875	A635BA      063600FZ38	17256	T	1452274197	0
526063	 	1191880	1191876	 	17254	T	1452274197	0
063610FZ38	A635BA	1191881	1191877	A635BA      063610FZ38	17256	T	1452274198	0
526064	 	1191882	1191878	 	17254	T	1452274198	0
063630FZ38	A635BA	1191883	1191879	A635BA      063630FZ38	17256	T	1452274198	0
526065	 	1191884	1191880	 	17254	T	1452274198	0
063640FZ38	A635BA	1191885	1191881	A635BA      063640FZ38	17256	T	1452274199	0
063650FZ38	A635BA	1191886	1191882	A635BA      063650FZ38	17256	T	1452274199	0
063660FZ38	A635BA	1191887	1191883	A635BA      063660FZ38	17256	T	1452274199	0
063670FZ38	A635BA	1191888	1191884	A635BA      063670FZ38	17256	T	1452274199	0
063680FZ38	A635BA	1191889	1191885	A635BA      063680FZ38	17256	T	1452274199	0
063490FZ38	A635BA	1191890	1191886	A635BA      063490FZ38	17256	T	1452274200	0
063500FZ38	A635BA	1191891	1191887	A635BA      063500FZ38	17256	T	1452274245	0
063510FZ38	A635BA	1191892	1191888	A635BA      063510FZ38	17256	T	1452274245	0
063530FZ38	A635BA	1191893	1191889	A635BA      063530FZ38	17256	T	1452274246	0
063540FZ38	A635BA	1191894	1191890	A635BA      063540FZ38	17256	T	1452274246	0
063550FZ38	A635BA	1191895	1191891	A635BA      063550FZ38	17256	T	1452274246	0
063560FZ38	A635BA	1191896	1191892	A635BA      063560FZ38	17256	T	1452274246	0
526066	 	1191897	1191893	 	17254	T	1452274247	0
063570FZ38	A635BA	1191898	1191894	A635BA      063570FZ38	17256	T	1452274247	0
526067	 	1191899	1191895	 	17254	T	1452274247	0
063580FZ38	A635BA	1191900	1191896	A635BA      063580FZ38	17256	T	1452274248	0
526068	 	1191901	1191897	 	17254	T	1452274248	0
063420FZ38	A635BA	1191902	1191898	A635BA      063420FZ38	17256	T	1452274248	0
526069	 	1191903	1191899	 	17254	T	1452274248	0
526070	 	1191904	1191900	 	17254	T	1452274249	0
063430FZ38	A635BA	1191905	1191901	A635BA      063430FZ38	17256	T	1452274249	0
526071	 	1191906	1191902	 	17254	T	1452274249	0
526072	 	1191907	1191903	 	17254	T	1452274249	0
526073	 	1191908	1191904	 	17254	T	1452274250	0
526074	 	1191909	1191905	 	17254	T	1452274250	0
526075	 	1191910	1191906	 	17254	T	1452274250	0
526076	 	1191911	1191907	 	17254	T	1452274250	0
526077	 	1191912	1191908	 	17254	T	1452274251	0
526078	 	1191913	1191909	 	17254	T	1452274251	0
526079	 	1191914	1191910	 	17254	T	1452274251	0
063440FZ38	A635BA	1191915	1191911	A635BA      063440FZ38	17256	T	1452274251	0
526080	 	1191916	1191912	 	17254	T	1452274252	0
063470FZ38	A635BA	1191917	1191913	A635BA      063470FZ38	17256	T	1452274252	0
526081	 	1191918	1191914	 	17254	T	1452274252	0
063480FZ38	A635BA	1191919	1191915	A635BA      063480FZ38	17256	T	1452274252	0
526082	 	1191920	1191916	 	17254	T	1452274253	0
526083	 	1191921	1191917	 	17254	T	1452274297	0
063290FZ38	A635BA	1191922	1191918	A635BA      063290FZ38	17256	T	1452274298	0
526084	 	1191923	1191919	 	17254	T	1452274298	0
063300FZ38	A635BA	1191924	1191920	A635BA      063300FZ38	17256	T	1452274298	0
526085	 	1191925	1191921	 	17254	T	1452274298	0
063330FZ38	A635BA	1191926	1191922	A635BA      063330FZ38	17256	T	1452274298	0
526086	 	1191927	1191923	 	17254	T	1452274299	0
063340FZ38	A635BA	1191928	1191924	A635BA      063340FZ38	17256	T	1452274299	0
526087	 	1191929	1191925	 	17254	T	1452274299	0
063360FZ38	A635BA	1191930	1191926	A635BA      063360FZ38	17256	T	1452274299	0
526088	 	1191931	1191927	 	17254	T	1452274300	0
063220FZ38	A635BA	1191932	1191928	A635BA      063220FZ38	17256	T	1452274300	0
526089	 	1191933	1191929	 	17254	T	1452274300	0
063230FZ38	A635BA	1191934	1191930	A635BA      063230FZ38	17256	T	1452274300	0
526090	 	1191935	1191931	 	17254	T	1452274301	0
063240FZ38	A635BA	1191936	1191932	A635BA      063240FZ38	17256	T	1452274301	0
526091	 	1191937	1191933	 	17254	T	1452274301	0
526092	 	1191938	1191934	 	17254	T	1452274301	0
526093	 	1191939	1191935	 	17254	T	1452274302	0
526094	 	1191940	1191936	 	17254	T	1452274302	0
526095	 	1191941	1191937	 	17254	T	1452274302	0
063270FZ38	A635BA	1191942	1191938	A635BA      063270FZ38	17256	T	1452274302	0
526096	 	1191943	1191939	 	17254	T	1452274303	0
063100FZ38	A635BA	1191944	1191940	A635BA      063100FZ38	17256	T	1452274303	0
526097	 	1191945	1191941	 	17254	T	1452274303	0
063110FZ38	A635BA	1191946	1191942	A635BA      063110FZ38	17256	T	1452274303	0
063120FZ38	A635BA	1191947	1191943	A635BA      063120FZ38	17256	T	1452274304	0
526098	 	1191948	1191944	 	17254	T	1452274304	0
526099	 	1191949	1191945	 	17254	T	1452274304	0
526100	 	1191950	1191946	 	17254	T	1452274304	0
526101	 	1191951	1191947	 	17254	T	1452274350	0
526102	 	1191952	1191948	 	17254	T	1452274350	0
526103	 	1191953	1191949	 	17254	T	1452274350	0
526104	 	1191954	1191950	 	17254	T	1452274351	0
526105	 	1191955	1191951	 	17254	T	1452274351	0
526106	 	1191956	1191952	 	17254	T	1452274351	0
526107	 	1191957	1191953	 	17254	T	1452274352	0
526108	 	1191958	1191954	 	17254	T	1452274352	0
064130FZ38	A635BA	1191959	1191955	A635BA      064130FZ38	17256	T	1452274352	0
526109	 	1191960	1191956	 	17254	T	1452274352	0
064140FZ38	A635BA	1191961	1191957	A635BA      064140FZ38	17256	T	1452274352	0
526110	 	1191962	1191958	 	17254	T	1452274353	0
064150FZ38	A635BA	1191963	1191959	A635BA      064150FZ38	17256	T	1452274353	0
526111	 	1191964	1191960	 	17254	T	1452274353	0
064160FZ38	A635BA	1191965	1191961	A635BA      064160FZ38	17256	T	1452274354	0
063130FZ38	A635BA	1191966	1191962	A635BA      063130FZ38	17256	T	1452274354	0
526112	 	1191967	1191963	 	17254	T	1452274354	0
064170FZ38	A635BA	1191968	1191964	A635BA      064170FZ38	17256	T	1452274354	0
526113	 	1191969	1191965	 	17254	T	1452274354	0
064180FZ38	A635BA	1191970	1191966	A635BA      064180FZ38	17256	T	1452274355	0
526114	 	1191971	1191967	 	17254	T	1452274355	0
526115	 	1191972	1191968	 	17254	T	1452274355	0
063990FZ38	A635BA	1191973	1191969	A635BA      063990FZ38	17256	T	1452274356	0
526116	 	1191974	1191970	 	17254	T	1452274356	0
064010FZ38	A635BA	1191975	1191971	A635BA      064010FZ38	17256	T	1452274356	0
526117	 	1191976	1191972	 	17254	T	1452274356	0
064030FZ38	A635BA	1191977	1191973	A635BA      064030FZ38	17256	T	1452274356	0
526118	 	1191978	1191974	 	17254	T	1452274357	0
064040FZ38	A635BA	1191979	1191975	A635BA      064040FZ38	17256	T	1452274357	0
064050FZ38	A635BA	1191980	1191976	A635BA      064050FZ38	17256	T	1452274357	0
526119	 	1191981	1191977	 	17254	T	1452274409	0
064070FZ38	A635BA	1191982	1191978	A635BA      064070FZ38	17256	T	1452274409	0
526120	 	1191983	1191979	 	17254	T	1452274409	0
064080FZ38	A635BA	1191984	1191980	A635BA      064080FZ38	17256	T	1452274409	0
526121	 	1191985	1191981	 	17254	T	1452274410	0
063890FZ38	A635BA	1191986	1191982	A635BA      063890FZ38	17256	T	1452274410	0
526122	 	1191987	1191983	 	17254	T	1452274410	0
063900FZ38	A635BA	1191988	1191984	A635BA      063900FZ38	17256	T	1452274410	0
526123	 	1191989	1191985	 	17254	T	1452274411	0
063910FZ38	A635BA	1191990	1191986	A635BA      063910FZ38	17256	T	1452274411	0
526124	 	1191991	1191987	 	17254	T	1452274411	0
063920FZ38	A635BA	1191992	1191988	A635BA      063920FZ38	17256	T	1452274411	0
063930FZ38	A635BA	1191993	1191989	A635BA      063930FZ38	17256	T	1452274412	0
063940FZ38	A635BA	1191994	1191990	A635BA      063940FZ38	17256	T	1452274412	0
063960FZ38	A635BA	1191995	1191991	A635BA      063960FZ38	17256	T	1452274412	0
063970FZ38	A635BA	1191996	1191992	A635BA      063970FZ38	17256	T	1452274412	0
063790FZ38	A635BA	1191997	1191993	A635BA      063790FZ38	17256	T	1452274424	0
063800FZ38	A635BA	1191998	1191994	A635BA      063800FZ38	17256	T	1452274425	0
063810FZ38	A635BA	1191999	1191995	A635BA      063810FZ38	17256	T	1452274425	0
063820FZ38	A635BA	1192000	1191996	A635BA      063820FZ38	17256	T	1452274450	0
526125	 	1192001	1191997	 	17254	T	1452274450	0
063320FZ38	A635BA	1192002	1191998	A635BA      063320FZ38	17256	T	1452274450	0
526126	 	1192003	1191999	 	17254	T	1452274457	0
063310FZ38	A635BA	1192004	1192000	A635BA      063310FZ38	17256	T	1452274457	0
526127	 	1192005	1192001	 	17254	T	1452274457	0
063460FZ38	A635BA	1192006	1192002	A635BA      063460FZ38	17256	T	1452274457	0
526128	 	1192007	1192003	 	17254	T	1452274457	0
063450FZ38	A635BA	1192008	1192004	A635BA      063450FZ38	17256	T	1452274457	0
END DATA:
END TABLE: tracking_data
